region_isp,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
380_pa_1267,08-01-2011,2.759509,0.305662,99.000000,0.893077,0.097015,2.264303,933
380_pa_1267,09-01-2010,2.305092,0.299802,67.000000,0.733323,0.256283,1.688817,419
380_pa_1267,09-01-2011,2.984640,0.281606,97.000000,0.868871,0.113488,2.195984,881
380_pa_1267,10-01-2010,2.904669,0.296655,62.000000,0.396334,0.599086,1.471891,347
380_pa_1267,11-01-2010,3.274398,0.314630,62.000000,0.546335,0.452149,1.348511,340
380_pa_1267,12-01-2010,3.097777,0.302277,64.000000,0.480581,0.508276,1.509244,351
380_pa_12874,01-01-2011,2.196151,0.310965,77.000000,0.522471,0.471502,1.707965,319
380_pa_12874,02-01-2010,,0.388377,,,,,
380_pa_12874,02-01-2011,1.985061,0.304095,74.000000,0.614278,0.371031,1.801418,244
380_pa_12874,03-01-2010,2.260904,0.352472,70.000000,0.479552,0.516309,1.930029,203
380_pa_12874,03-01-2011,2.188033,0.324420,75.000000,0.813399,0.183221,1.993399,206
380_pa_12874,04-01-2010,2.645615,0.351069,70.000000,0.383265,0.610467,1.934461,268
380_pa_12874,05-01-2010,2.736088,0.360735,69.000000,0.585069,0.408405,1.980180,343
380_pa_12874,06-01-2010,3.047006,0.353256,72.000000,0.751575,0.240721,2.248889,292
380_pa_12874,07-01-2010,,0.360645,73.000000,0.285375,0.704547,2.321127,
380_pa_12874,07-01-2011,,0.361983,75.000000,0.485130,0.509995,2.323887,
380_pa_12874,08-01-2010,,0.332367,73.000000,0.432890,0.554965,2.075301,
380_pa_12874,08-01-2011,,0.330009,100.500000,0.790395,0.203749,2.417476,
380_pa_12874,09-01-2010,2.295187,0.312101,76.000000,0.792216,0.200239,1.617068,276
380_pa_12874,09-01-2011,,0.313130,,,,,
380_pa_12874,10-01-2010,2.478510,0.323221,73.000000,0.650314,0.337262,2.243070,263
380_pa_12874,11-01-2010,2.204578,0.311200,74.000000,0.293586,0.689646,2.064854,259
380_pa_12874,12-01-2010,2.145877,0.294430,75.000000,0.267876,0.725335,1.789082,204
380_pa_16232,07-01-2011,,0.266228,170.000000,0.280045,0.707847,2.936963,
380_pa_16232,08-01-2011,,0.258500,179.000000,0.313287,0.672476,3.230303,
380_pa_16232,09-01-2011,,0.263633,183.000000,0.315263,0.673704,3.506329,
380_pa_20959,01-01-2010,,0.265535,93.000000,0.460346,0.535352,1.635484,
380_pa_20959,01-01-2011,2.643836,0.275332,100.000000,0.589458,0.395869,1.773654,2031
380_pa_20959,02-01-2010,2.654971,0.273689,98.000000,0.671826,0.317321,1.961591,874
380_pa_20959,02-01-2011,2.865991,0.281591,99.000000,0.580643,0.403439,1.763377,1632
380_pa_20959,03-01-2010,2.871645,0.274250,99.000000,0.611453,0.378257,1.836693,1676
380_pa_20959,03-01-2011,3.142746,0.288537,98.000000,0.612510,0.364997,2.101858,1628
380_pa_20959,04-01-2010,3.007574,0.273591,98.000000,0.451610,0.540082,1.956275,2355
380_pa_20959,05-01-2010,3.310713,0.271723,100.000000,0.470402,0.517549,1.965299,2396
380_pa_20959,06-01-2010,3.256677,0.279648,99.000000,0.508526,0.479448,2.033023,1985
380_pa_20959,07-01-2010,3.313665,0.274415,99.000000,0.534485,0.451508,1.928348,1626
380_pa_20959,07-01-2011,3.963666,0.299208,97.000000,0.726285,0.262186,2.375923,1051
380_pa_20959,08-01-2010,3.082215,0.275340,100.000000,0.683313,0.304674,1.954384,1832
380_pa_20959,08-01-2011,2.648116,0.298577,112.000000,0.894238,0.092744,2.334189,1074
380_pa_20959,09-01-2010,2.762803,0.275679,100.000000,0.705881,0.280640,1.776213,1914
380_pa_20959,09-01-2011,2.868262,0.294982,123.000000,0.862197,0.125086,2.346995,1011
380_pa_20959,10-01-2010,2.667112,0.279427,100.000000,0.617639,0.371365,1.605608,2251
380_pa_20959,11-01-2010,2.936265,0.279046,100.000000,0.483509,0.503072,1.680750,1951
380_pa_20959,12-01-2010,2.885073,0.279243,100.000000,0.468519,0.518880,1.659959,1891
380_pa_20963,01-01-2011,1.413475,0.309695,92.000000,0.839017,0.149550,1.563674,331
380_pa_20963,02-01-2010,,0.308842,,,,,
380_pa_20963,02-01-2011,,0.313475,91.000000,0.625182,0.365153,1.973761,
380_pa_20963,03-01-2010,,0.304729,91.000000,0.870649,0.124981,1.593750,
380_pa_20963,03-01-2011,,0.321794,93.000000,0.543325,0.450983,2.131805,
380_pa_20963,04-01-2010,1.161651,0.320556,91.000000,0.885215,0.100485,1.913151,278
380_pa_20963,05-01-2010,1.171308,0.317998,96.000000,0.914447,0.070337,1.932914,357
380_pa_20963,06-01-2010,1.360196,0.318006,90.000000,0.863078,0.126392,1.820707,280
380_pa_20963,07-01-2010,2.216351,0.331996,94.000000,0.661836,0.326888,1.886686,229
380_pa_20963,07-01-2011,2.421615,0.321338,95.000000,0.829415,0.165482,2.487805,237
380_pa_20963,08-01-2010,2.206627,0.317439,90.000000,0.497858,0.476738,1.553288,270
380_pa_20963,08-01-2011,,0.322048,100.000000,0.871943,0.117985,1.323944,
380_pa_20963,09-01-2010,1.851399,0.323048,91.000000,0.834379,0.153135,1.714286,314
380_pa_20963,09-01-2011,1.914558,0.326061,125.000000,0.928280,0.060520,1.466292,284
380_pa_20963,10-01-2010,1.814458,0.321877,91.000000,0.828255,0.166531,2.046414,304
380_pa_20963,11-01-2010,1.761474,0.314936,92.000000,0.725156,0.265919,1.684211,337
380_pa_20963,12-01-2010,1.483935,0.321340,94.000000,0.873319,0.104465,1.824635,339
380_pa_3228,01-01-2011,1.625151,0.270679,88.500000,0.942367,0.047693,2.097113,301
380_pa_3228,02-01-2010,,0.272199,,,,,
380_pa_3228,02-01-2011,2.593124,0.297770,84.000000,0.926778,0.059906,1.773163,232
380_pa_3228,03-01-2010,,0.272797,78.000000,0.782894,0.198285,2.315126,
380_pa_3228,03-01-2011,2.918657,0.281606,85.000000,0.941939,0.048414,2.513423,214
380_pa_3228,04-01-2010,3.451849,0.263276,80.000000,0.866345,0.116790,1.974359,254
380_pa_3228,05-01-2010,,0.263977,87.500000,0.801114,0.193538,2.064407,
380_pa_3228,06-01-2010,2.832081,0.277175,84.000000,0.821788,0.171160,2.022951,210
380_pa_3228,07-01-2010,,0.287803,84.000000,0.612330,0.380377,1.803774,
380_pa_3228,07-01-2011,,0.301233,,,,,
380_pa_3228,08-01-2010,1.941438,0.302307,80.000000,0.662608,0.328285,1.615804,211
380_pa_3228,09-01-2010,1.796909,0.260066,88.000000,0.842082,0.152921,1.993266,203
380_pa_3228,10-01-2010,2.708376,0.268644,82.000000,0.929546,0.056328,2.290030,250
380_pa_3228,11-01-2010,2.491937,0.283269,81.500000,0.920598,0.063539,1.801887,234
380_pa_3228,12-01-2010,1.965308,0.265873,91.000000,0.902622,0.076147,1.600660,216
380_pa_44957,01-01-2011,0.126192,0.079276,165.000000,0.965622,0.017011,1.410156,236
380_pa_44957,02-01-2011,,0.089811,,,,,
380_pa_44957,03-01-2011,,0.087369,,,,,
380_pa_44957,04-01-2010,,0.231516,,,,,
380_pa_44957,05-01-2010,,0.240274,,,,,
380_pa_44957,06-01-2010,,0.242257,,,,,
380_pa_44957,08-01-2010,,0.175122,,,,,
380_pa_44957,10-01-2010,,0.184751,,,,,
380_pa_44957,11-01-2010,0.209528,0.101729,153.000000,0.963266,0.023300,2.017699,204
380_pa_44957,12-01-2010,,0.085026,,,,,
380_pd_1267,01-01-2011,2.041324,0.324179,73.000000,0.838886,0.152159,1.442611,1025
380_pd_1267,02-01-2010,1.847961,0.288219,77.000000,0.620106,0.372688,1.474006,209
380_pd_1267,02-01-2011,2.158739,0.313746,78.000000,0.742395,0.251425,1.635176,704
380_pd_1267,03-01-2010,2.215021,0.281655,77.000000,0.568149,0.428325,1.516961,459
380_pd_1267,03-01-2011,1.611168,0.310064,81.000000,0.815719,0.163233,1.928571,574
380_pd_1267,04-01-2010,2.305691,0.281598,72.000000,0.594081,0.393747,1.892963,631
380_pd_1267,05-01-2010,2.402377,0.283804,78.000000,0.553501,0.438231,2.080824,808
380_pd_1267,06-01-2010,2.292245,0.293264,79.500000,0.641326,0.351119,1.852273,691
380_pd_1267,07-01-2010,2.497990,0.318025,77.000000,0.584326,0.403450,1.891503,481
380_pd_1267,07-01-2011,2.888959,0.317536,64.000000,0.747286,0.242658,2.600000,330
380_pd_1267,08-01-2010,2.143967,0.302744,75.000000,0.569874,0.413632,1.517757,684
380_pd_1267,08-01-2011,2.137288,0.307818,80.000000,0.707954,0.275380,2.278761,282
380_pd_1267,09-01-2010,1.479979,0.307113,81.000000,0.762219,0.224374,1.646770,822
380_pd_1267,09-01-2011,1.732808,0.299363,84.000000,0.713383,0.280014,1.861272,222
380_pd_1267,10-01-2010,1.729027,0.313981,79.000000,0.771681,0.214946,1.666667,858
380_pd_1267,11-01-2010,1.868067,0.321672,74.000000,0.853083,0.135225,1.776737,926
380_pd_1267,12-01-2010,2.043666,0.321750,73.000000,0.837571,0.147782,1.424394,880
380_pd_12874,01-01-2011,1.791662,0.359835,67.500000,0.897640,0.090819,1.721461,314
380_pd_12874,02-01-2010,,0.353805,,,,,
380_pd_12874,02-01-2011,2.238767,0.376354,66.000000,0.934096,0.048553,2.678873,285
380_pd_12874,03-01-2010,,0.375359,59.000000,0.454761,0.539369,1.933333,
380_pd_12874,03-01-2011,2.118755,0.382471,64.000000,0.946649,0.042081,2.532609,315
380_pd_12874,04-01-2010,2.532841,0.379478,58.000000,0.620669,0.363924,1.888889,314
380_pd_12874,05-01-2010,2.826752,0.362115,58.500000,0.383449,0.606642,2.360262,270
380_pd_12874,06-01-2010,2.786202,0.363236,65.000000,0.500963,0.492086,2.404255,220
380_pd_12874,07-01-2010,,0.360064,61.000000,0.534981,0.461832,2.018809,
380_pd_12874,07-01-2011,,0.356095,64.000000,0.954777,0.035118,3.163934,
380_pd_12874,08-01-2010,3.422568,0.368391,60.000000,0.294430,0.698877,1.873057,203
380_pd_12874,08-01-2011,,0.349774,,,,,
380_pd_12874,09-01-2010,2.211488,0.354923,61.000000,0.692239,0.296166,1.836272,233
380_pd_12874,10-01-2010,2.200999,0.354203,66.000000,0.894253,0.082966,1.597403,302
380_pd_12874,11-01-2010,2.677758,0.360505,59.000000,0.899727,0.074087,1.919725,290
380_pd_12874,12-01-2010,2.695664,0.362864,64.000000,0.790010,0.197935,1.886076,248
380_pd_16232,03-01-2011,,0.229815,140.000000,0.242879,0.748740,2.145161,
380_pd_16232,07-01-2011,,0.250807,148.000000,0.252756,0.736716,2.938053,
380_pd_16232,08-01-2011,,0.353660,150.000000,0.245729,0.738509,2.462520,
380_pd_16232,09-01-2011,,0.562937,157.500000,0.271609,0.715798,2.690141,
380_pd_20959,01-01-2010,,0.233874,89.000000,0.159630,0.832450,0.649770,
380_pd_20959,01-01-2011,2.651023,0.289363,76.000000,0.564568,0.425972,1.968641,1858
380_pd_20959,02-01-2010,2.952660,0.269308,78.000000,0.367533,0.619301,1.620905,677
380_pd_20959,02-01-2011,3.134445,0.293353,77.000000,0.606339,0.381209,2.175042,1397
380_pd_20959,03-01-2010,3.066248,0.281200,76.000000,0.209794,0.775334,1.702560,1230
380_pd_20959,03-01-2011,3.183200,0.299041,77.000000,0.628233,0.362461,2.179241,1456
380_pd_20959,04-01-2010,2.911646,0.278240,76.000000,0.426450,0.564709,2.036138,1925
380_pd_20959,05-01-2010,2.904862,0.281380,78.000000,0.478450,0.512001,1.799716,2038
380_pd_20959,06-01-2010,2.773144,0.281499,77.000000,0.590768,0.401185,2.159075,1731
380_pd_20959,07-01-2010,2.806619,0.280667,78.000000,0.420020,0.569501,2.035651,1271
380_pd_20959,07-01-2011,3.520980,0.302857,77.000000,0.747604,0.242428,2.280147,1160
380_pd_20959,08-01-2010,2.771585,0.279578,79.000000,0.649647,0.337977,1.794815,1908
380_pd_20959,08-01-2011,3.074371,0.301752,84.000000,0.771277,0.213714,2.157241,1004
380_pd_20959,09-01-2010,2.744450,0.284401,78.000000,0.671815,0.314969,1.763777,1896
380_pd_20959,09-01-2011,3.120736,0.303311,92.000000,0.818662,0.169404,2.383533,970
380_pd_20959,10-01-2010,2.581539,0.281122,78.000000,0.611395,0.372439,1.714194,1838
380_pd_20959,11-01-2010,2.656028,0.286492,77.000000,0.438307,0.552973,1.572470,1865
380_pd_20959,12-01-2010,2.756584,0.288436,77.000000,0.682963,0.306558,1.729280,1788
380_pd_20963,01-01-2011,1.457927,0.310834,98.000000,0.849579,0.132702,2.520803,874
380_pd_20963,02-01-2010,1.144858,0.213747,144.000000,0.882677,0.090602,2.660574,324
380_pd_20963,02-01-2011,1.417032,0.322434,95.000000,0.683772,0.302587,2.546807,673
380_pd_20963,03-01-2010,1.230022,0.309270,133.000000,0.902624,0.063729,2.394141,666
380_pd_20963,03-01-2011,1.618260,0.336648,95.000000,0.474136,0.509952,2.296694,660
380_pd_20963,04-01-2010,1.352491,0.323385,129.000000,0.912012,0.065613,2.490170,1303
380_pd_20963,05-01-2010,1.382486,0.333485,116.000000,0.912759,0.071103,2.751595,1824
380_pd_20963,06-01-2010,1.357865,0.319372,110.000000,0.905801,0.075328,2.576638,1491
380_pd_20963,07-01-2010,1.572703,0.344266,110.000000,0.851997,0.135693,2.838710,1094
380_pd_20963,07-01-2011,2.142477,0.347376,88.000000,0.543803,0.449125,2.471936,509
380_pd_20963,08-01-2010,1.537667,0.328153,100.000000,0.919522,0.063484,2.529593,1102
380_pd_20963,08-01-2011,1.685345,0.337876,98.000000,0.719094,0.273141,2.277215,474
380_pd_20963,09-01-2010,1.420230,0.309404,100.000000,0.916956,0.064058,2.354307,1112
380_pd_20963,09-01-2011,1.941319,0.342991,101.000000,0.921057,0.066685,2.520674,430
380_pd_20963,10-01-2010,1.440335,0.314672,95.000000,0.844586,0.124883,2.274496,1022
380_pd_20963,11-01-2010,1.362393,0.319164,94.000000,0.866327,0.114340,2.292890,941
380_pd_20963,12-01-2010,1.662017,0.354090,96.000000,0.443373,0.546932,2.682283,640
380_pd_24608,05-01-2010,,0.085429,,,,,
380_pd_24608,10-01-2010,,0.088088,,,,,
380_pd_3228,01-01-2011,1.683898,0.285065,74.000000,0.925598,0.059888,1.181384,298
380_pd_3228,02-01-2011,,0.299534,63.500000,0.944795,0.041660,2.088462,
380_pd_3228,03-01-2010,,0.269182,64.000000,0.771199,0.218150,1.917749,
380_pd_3228,03-01-2011,2.057201,0.291882,66.000000,0.961891,0.028068,1.862543,237
380_pd_3228,04-01-2010,,0.267253,65.000000,0.564024,0.430808,1.590769,
380_pd_3228,05-01-2010,,0.271767,68.000000,0.674008,0.308660,2.311189,
380_pd_3228,06-01-2010,,0.294882,61.000000,0.600264,0.394238,2.550420,
380_pd_3228,07-01-2010,,0.282825,59.000000,0.174164,0.816181,1.386792,
380_pd_3228,08-01-2010,,0.281721,66.000000,0.904369,0.075713,2.053435,
380_pd_3228,09-01-2010,,0.246204,63.000000,0.934622,0.050956,1.578755,
380_pd_3228,10-01-2010,1.690186,0.263708,66.000000,0.916284,0.062682,1.678788,224
380_pd_3228,11-01-2010,1.878609,0.281098,69.500000,0.919244,0.070809,1.437143,253
380_pd_3228,12-01-2010,1.608010,0.289434,71.000000,0.911190,0.079379,1.421365,219
380_pd_44957,01-01-2011,,0.109120,75.000000,0.974405,0.008588,1.160000,
380_pd_44957,02-01-2011,,0.101696,,,,,
380_pd_44957,03-01-2011,,0.101690,,,,,
380_pd_44957,06-01-2010,,0.184507,,,,,
380_pd_44957,07-01-2010,,0.055891,,,,,
380_pd_44957,08-01-2010,,0.233508,,,,,
380_pd_44957,09-01-2010,,0.200786,,,,,
380_pd_44957,10-01-2010,,0.195480,,,,,
380_pd_44957,11-01-2010,,0.140057,,,,,
380_pd_44957,12-01-2010,,0.131181,109.000000,0.965353,0.021779,1.665116,
380_pe_1267,01-01-2011,,0.314176,50.000000,0.502161,0.477848,1.821293,
380_pe_1267,02-01-2010,,0.270931,,,,,
380_pe_1267,02-01-2011,,0.325138,,,,,
380_pe_1267,03-01-2010,,0.306975,,,,,
380_pe_1267,03-01-2011,,0.299838,51.000000,0.303762,0.691297,2.613546,
380_pe_1267,04-01-2010,,0.321942,49.000000,0.175816,0.817124,1.333333,
380_pe_1267,05-01-2010,,0.316031,54.000000,0.286587,0.705137,2.157143,
380_pe_1267,06-01-2010,,0.306888,,,,,
380_pe_1267,07-01-2010,,0.310960,,,,,
380_pe_1267,07-01-2011,,0.322862,68.000000,0.813879,0.180133,2.228464,
380_pe_1267,08-01-2010,,0.315884,53.000000,0.201526,0.793452,1.217021,
380_pe_1267,08-01-2011,2.794151,0.327981,95.000000,0.725071,0.266693,1.741071,229
380_pe_1267,09-01-2010,,0.306884,55.000000,0.621761,0.367291,1.881633,
380_pe_1267,09-01-2011,,0.296806,99.000000,0.832059,0.145822,2.216102,
380_pe_1267,10-01-2010,,0.290563,53.000000,0.158609,0.837860,1.072072,
380_pe_1267,11-01-2010,,0.317725,50.500000,0.539452,0.457181,1.875502,
380_pe_1267,12-01-2010,,0.307559,52.000000,0.403273,0.592515,1.913242,
380_pe_12874,01-01-2011,,0.313348,65.000000,0.599407,0.391367,2.128931,
380_pe_12874,02-01-2011,,0.338603,65.000000,0.695169,0.299208,2.413043,
380_pe_12874,03-01-2010,,0.363815,60.000000,0.483280,0.512210,1.842105,
380_pe_12874,03-01-2011,,0.335046,62.000000,0.333487,0.660154,2.176656,
380_pe_12874,04-01-2010,3.327220,0.343872,56.000000,0.352630,0.630152,2.149144,232
380_pe_12874,05-01-2010,3.095451,0.359613,59.000000,0.704075,0.283652,2.179204,290
380_pe_12874,06-01-2010,2.574232,0.366072,65.000000,0.838140,0.156921,2.430518,255
380_pe_12874,07-01-2010,,0.362349,59.500000,0.255462,0.740146,2.225000,
380_pe_12874,07-01-2011,,0.335140,60.000000,0.233629,0.745360,2.031674,
380_pe_12874,08-01-2010,,0.345849,63.000000,0.232422,0.760364,2.036232,
380_pe_12874,08-01-2011,,0.342950,,,,,
380_pe_12874,09-01-2010,,0.324757,65.000000,0.477598,0.485328,2.083333,
380_pe_12874,10-01-2010,,0.298388,64.000000,0.348091,0.638146,1.386792,
380_pe_12874,11-01-2010,,0.342955,63.000000,0.285105,0.701948,1.775956,
380_pe_12874,12-01-2010,,0.327878,62.000000,0.849104,0.131038,2.585774,
380_pe_20959,01-01-2010,,0.279894,79.000000,0.305694,0.687179,1.701299,
380_pe_20959,01-01-2011,2.922748,0.296923,85.000000,0.450008,0.537685,1.919017,1236
380_pe_20959,02-01-2010,2.927562,0.288951,82.000000,0.574545,0.416865,1.949686,569
380_pe_20959,02-01-2011,3.079840,0.298224,86.000000,0.395791,0.596803,2.185730,969
380_pe_20959,03-01-2010,3.221446,0.285263,83.000000,0.356835,0.634523,1.864627,1063
380_pe_20959,03-01-2011,2.889170,0.292358,86.000000,0.303241,0.682629,1.962485,924
380_pe_20959,04-01-2010,2.736107,0.281654,86.000000,0.556459,0.435035,1.951359,1604
380_pe_20959,05-01-2010,3.032022,0.285211,86.000000,0.617955,0.367787,2.210920,1563
380_pe_20959,06-01-2010,3.068846,0.290036,86.000000,0.577214,0.415982,2.346260,1270
380_pe_20959,07-01-2010,2.959121,0.294897,87.000000,0.407441,0.577354,2.117899,1014
380_pe_20959,07-01-2011,3.020001,0.302364,85.000000,0.637571,0.358278,2.712741,762
380_pe_20959,08-01-2010,2.987805,0.286021,88.000000,0.752273,0.232232,2.112698,1225
380_pe_20959,08-01-2011,3.019165,0.293512,97.000000,0.744727,0.234736,2.676923,639
380_pe_20959,09-01-2010,2.674124,0.281412,87.000000,0.743265,0.244364,1.770131,1320
380_pe_20959,09-01-2011,2.974170,0.302278,108.000000,0.795751,0.189465,2.620553,680
380_pe_20959,10-01-2010,2.968542,0.286009,88.000000,0.650087,0.332029,1.905100,1382
380_pe_20959,11-01-2010,2.872545,0.287887,86.000000,0.443350,0.549557,1.984230,1229
380_pe_20959,12-01-2010,2.827722,0.295118,87.000000,0.461443,0.525564,1.937853,1175
380_pe_20963,01-01-2011,,0.340764,,,,,
380_pe_3228,01-01-2011,,0.284561,,,,,
380_pe_3228,03-01-2010,,0.245863,,,,,
380_pe_3228,03-01-2011,,0.273102,,,,,
380_pe_3228,04-01-2010,,0.262666,,,,,
380_pe_3228,05-01-2010,,0.253796,74.000000,0.849875,0.144746,1.889423,
380_pe_3228,06-01-2010,,0.261979,,,,,
380_pe_3228,09-01-2010,,0.279829,,,,,
380_pe_3228,10-01-2010,,0.249567,,,,,
380_pe_3228,11-01-2010,,0.270245,,,,,
380_pe_3228,12-01-2010,,0.272595,,,,,
380_pg_1267,03-01-2011,,0.337544,54.000000,0.904650,0.085987,1.943662,
380_pg_16232,01-01-2011,,0.209832,149.000000,0.255034,0.735108,2.557540,
380_pg_16232,02-01-2010,,0.198088,157.500000,0.341953,0.628904,2.957082,
380_pg_16232,02-01-2011,,0.219013,140.000000,0.227505,0.762394,2.961637,
380_pg_16232,03-01-2010,,0.193217,160.000000,0.334384,0.651134,3.360434,
380_pg_16232,03-01-2011,,0.243073,140.000000,0.232952,0.759417,2.802740,
380_pg_16232,04-01-2010,,0.201055,149.000000,0.243137,0.743754,2.681733,
380_pg_16232,05-01-2010,,0.202847,150.000000,0.228760,0.760166,2.162162,
380_pg_16232,06-01-2010,,0.209895,140.000000,0.245415,0.742160,2.960976,
380_pg_16232,07-01-2010,,0.205558,140.000000,0.243190,0.748330,3.100287,
380_pg_16232,07-01-2011,,0.220496,,,,,
380_pg_16232,08-01-2010,,0.210726,142.000000,0.236882,0.745274,2.425641,
380_pg_16232,08-01-2011,,0.266558,,,,,
380_pg_16232,09-01-2010,,0.203778,141.000000,0.229280,0.754082,2.096471,
380_pg_16232,10-01-2010,,0.201473,148.000000,0.230921,0.762162,3.403756,
380_pg_16232,11-01-2010,,0.220068,149.000000,0.241151,0.749259,3.019737,
380_pg_16232,12-01-2010,,0.214262,149.000000,0.255346,0.733671,3.056156,
380_pg_20959,01-01-2011,2.171972,0.283882,89.000000,0.694740,0.297506,1.957196,832
380_pg_20959,02-01-2010,1.800067,0.263209,88.000000,0.721803,0.255313,1.500000,300
380_pg_20959,02-01-2011,2.438617,0.293222,87.500000,0.459764,0.522756,1.976895,633
380_pg_20959,03-01-2010,3.005534,0.281600,87.000000,0.746352,0.244778,2.180891,684
380_pg_20959,03-01-2011,2.871815,0.293350,87.000000,0.678563,0.297913,2.004946,619
380_pg_20959,04-01-2010,2.472250,0.277966,86.000000,0.649995,0.334192,1.872326,892
380_pg_20959,05-01-2010,2.789243,0.278006,88.000000,0.446962,0.543771,2.051505,870
380_pg_20959,06-01-2010,2.738830,0.275913,89.000000,0.418339,0.577454,1.858706,622
380_pg_20959,07-01-2010,3.115285,0.281373,90.000000,0.660292,0.331668,2.005359,559
380_pg_20959,07-01-2011,3.854529,0.304544,86.000000,0.775546,0.216471,2.141975,502
380_pg_20959,08-01-2010,2.744177,0.281586,91.000000,0.657389,0.329891,1.655434,720
380_pg_20959,08-01-2011,2.956926,0.304691,97.000000,0.822350,0.169354,2.420313,407
380_pg_20959,09-01-2010,2.402401,0.289121,88.000000,0.772939,0.216263,1.724194,792
380_pg_20959,09-01-2011,2.496774,0.306429,112.000000,0.843913,0.143581,2.603395,438
380_pg_20959,10-01-2010,2.687464,0.284251,88.000000,0.630735,0.359864,1.858091,721
380_pg_20959,11-01-2010,2.229395,0.284254,87.000000,0.550913,0.443205,1.678855,737
380_pg_20959,12-01-2010,2.855172,0.287715,86.000000,0.661178,0.327216,1.759065,755
380_pg_44957,03-01-2011,,0.219433,,,,,
380_pg_44957,05-01-2010,,0.236910,,,,,
380_pg_48291,03-01-2011,0.497719,0.186879,110.000000,0.968393,0.016958,0.868996,226
380_pi_1267,07-01-2011,,0.325728,,,,,
380_pi_12874,01-01-2011,1.915836,0.317031,70.000000,0.881475,0.108746,1.975430,262
380_pi_12874,02-01-2010,,0.343380,,,,,
380_pi_12874,02-01-2011,,0.329304,69.000000,0.822729,0.168729,2.185430,
